methods,,random,random,random,herding,herding,herding,kcenter,kcenter,kcenter,kmeans,kmeans,kmeans,gcond,gcond,gcond,sfgc,sfgc,sfgc,one-step,one-step,one-step,sgdd,sgdd,sgdd
threshold,,5,10,15,5,10,15,5,10,15,5,10,15,5,10,15,5,10,15,5,10,15,5,10,15
Dataset,Compression ratio,,,,,,,,,,,,,,,,,,,,,,,,
cora,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6076334776334777,0.7623744725060516,0.8076444250723429,0,0,0,0.38702741702741705,0.5408375828964065,0.5749582999878022
cora,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5547763347763347,0.6938341674951582,0.8041655933991376,0,0,0,0.6598412698412699,0.7435927960927959,0.7959376417742282
cora,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5538383838383838,0.722357849122555,0.7874218230282304,0,0,0,0.3179653679653679,0.43697794637423115,0.47193317244468147
citeseer,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7936507936507937,0.8960201786517576,0.9269588111693375,0,0,0,0.8238095238095239,0.9067880485527545,0.9374658869395712
citeseer,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7761904761904762,0.8939896214896216,0.9289439284485723,0,0,0,0.7603174603174604,0.8789713064713065,0.9115399610136452
citeseer,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7652380952380953,0.8844871794871795,0.9220437567348323,0,0,0,0.7944444444444444,0.9161172161172162,0.9398013750954929
