methods,,random,random,random,herding,herding,herding,kcenter,kcenter,kcenter,kmeans,kmeans,kmeans,gcond,gcond,gcond,sfgc,sfgc,sfgc,one-step,one-step,one-step,sgdd,sgdd,sgdd
threshold,,5,10,15,5,10,15,5,10,15,5,10,15,5,10,15,5,10,15,5,10,15,5,10,15
Dataset,Compression ratio,,,,,,,,,,,,,,,,,,,,,,,,
cora,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36917989417989416,0.5338688401381899,0.668951785739375,0,0,0,0.1447089947089947,0.3583810238608999,0.4027591118970429
cora,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4673280423280423,0.6074492357774091,0.7220069847049507,0,0,0,0.2646825396825397,0.3747371622758619,0.5047188176983574
cora,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42037037037037034,0.6075732546320781,0.7202043675801921,0,0,0,0.2734126984126984,0.45720870689910936,0.5569154375036727
citeseer,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5941798941798943,0.7684425997119496,0.8407407407407407,0,0,0,0.5859788359788358,0.7535547785547786,0.8361808541268348
citeseer,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5984126984126984,0.7446404759098257,0.8445476008862738,0,0,0,0.6248677248677249,0.7490222052915552,0.8316667485707734
citeseer,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5515873015873016,0.7176896489589988,0.8173052079163265,0,0,0,0.6056878306878306,0.7222237314342578,0.7988702230081539
