methods,,random,random,random,herding,herding,herding,kcenter,kcenter,kcenter,kmeans,kmeans,kmeans,gcond,gcond,gcond,sfgc,sfgc,sfgc,one-step,one-step,one-step,sgdd,sgdd,sgdd
threshold,,5,10,15,5,10,15,5,10,15,5,10,15,5,10,15,5,10,15,5,10,15,5,10,15
Dataset,Compression ratio,,,,,,,,,,,,,,,,,,,,,,,,
cora,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5841029341029341,0.7502798264304973,0.8054356708635887,0.0,0.0,0.0,0.4168638768638768,0.5882487757436158,0.6147233662545536
cora,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6219143819143819,0.7422783590869247,0.8182748795884706,0.0,0.0,0.0,0.5381481481481482,0.639031339031339,0.6981624750000934
cora,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6216546416546417,0.7661234208783229,0.8257588676128632,0.0,0.0,0.0,0.49546416546416544,0.6198516191601847,0.6472938483820164
citeseer,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7847619047619047,0.8982592699697963,0.9278351639602592,0.0,0.0,0.0,0.7849254449254449,0.8820837024268396,0.9252821146703679
citeseer,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.754925444925445,0.8854385429385431,0.9249573812682352,0.0,0.0,0.0,0.7630687830687831,0.8862848643730996,0.9164095423744546
citeseer,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7725974025974027,0.8726419713184419,0.9168983447881461,0.0,0.0,0.0,0.7808513708513708,0.8911061233610252,0.9244508869056514
